PID,Sale_Price
910251050,75133.53
907202220,127180.836
534430090,122520.0
535126100,140482.61
528445070,240882.55
908103350,139009.3
533127080,304230.6
531385060,195847.14
533213030,263287.0
528118010,341723.22
534276180,125437.47
904351200,112148.414
527182190,238803.38
902301130,114686.27
902456015,65333.938
907130060,175287.8
534201250,159427.08
535327230,105902.03
534400290,166512.38
905100020,141192.06
907254050,206769.67
907202160,150427.58
911103060,127071.24
909101190,120798.92
905377050,89198.11
905103180,140693.78
533215020,287932.03
923202137,102768.03
916176125,221941.38
528480020,229529.23
907227090,118117.125
528482030,277613.56
527451400,86548.03
905103060,164351.92
527405130,114201.78
906203120,279812.53
528321010,384599.2
908152280,160885.25
528344020,327024.38
531450030,192639.12
906378170,225152.4
527402090,124263.234
923275010,148654.75
535451250,144690.4
907202050,147164.34
902326060,161451.66
528228455,173743.97
903204030,128883.41
902207140,108723.66
907253130,325499.12
923225440,89113.51
528431080,230575.97
528480130,207574.78
903234220,131017.08
527107030,179498.73
902108060,102541.586
907200130,118857.38
534427140,148998.38
528441090,416444.28
528290030,167860.14
535180100,141184.39
534402140,152366.05
902207110,78331.94
526355170,236653.2
908276140,109299.19
906380200,195782.34
906380220,225739.6
527302175,168140.2
907262020,198939.08
902405120,103769.23
535126180,190116.47
528346050,335820.72
923426010,135067.66
528180120,336591.8
535150240,117335.26
535152130,134566.23
535457020,149649.03
528275070,242206.39
907420110,172285.72
907202140,137638.42
909275250,143382.3
903427120,143132.95
535350030,149523.2
907201160,148085.52
909276160,292415.56
533221110,179209.33
528120010,288888.1
909455040,180901.56
528106060,316329.9
923202005,196568.86
534252240,167925.31
534276190,107389.56
526302110,119296.64
535376100,109891.18
905477050,133600.8
528181060,210281.56
533253030,198893.73
914476050,144554.14
535105100,172347.5
528186120,272018.47
923276250,205031.47
911104060,75315.68
533254100,176957.34
535403030,131887.22
527405180,118767.76
905427140,176764.39
904100030,137212.34
532353130,131880.05
528118030,413054.16
533213010,225298.47
916475100,325355.75
534401190,148795.73
924151040,277775.62
535154080,142320.34
527107040,170282.25
528235090,216639.08
902136110,93689.766
527354100,192849.05
528429130,286407.4
527364030,243884.06
907253110,237763.05
528174020,196370.44
531363020,134285.22
907200290,147838.56
907414030,193105.78
905300010,133678.4
535455080,113350.99
533251130,196672.55
909250220,163852.84
528228430,195591.05
528490070,206368.78
532351150,126278.984
527301280,152511.14
907203090,117173.01
535457010,142813.62
528166150,341134.8
905226050,162997.34
534175140,138007.77
528221100,171458.28
909176140,160207.9
527164120,198208.1
531375110,156338.25
535383110,93353.25
535451110,136212.2
903454010,125047.49
910200060,134734.97
528431060,226183.28
909250080,111408.71
527425025,120854.12
528106050,458786.6
916477060,275828.78
527276150,107562.266
905452040,156611.33
907285040,257511.17
533234020,223749.08
535354100,136513.92
923201020,144281.44
527451060,96273.375
531452180,196461.66
528228325,183430.83
902329030,197635.4
908102020,118629.31
903204010,132365.16
908102170,151305.81
527454120,136804.42
535478040,129963.77
906340130,354827.7
527455240,119268.55
923275140,115075.87
527354040,224552.42
907410110,219800.44
535352080,112942.35
528322020,373466.94
533135020,228005.33
528172060,248157.17
533238045,313498.16
906201021,163610.19
916403020,184599.95
527210050,344815.5
903232170,69833.13
528477020,253112.72
528114050,381412.62
905103030,156677.81
535451050,123936.46
535378080,129202.516
903233100,128126.88
534451150,102953.63
533244040,328349.06
532376070,115318.22
907275150,316254.5
528228450,196790.0
527403310,149368.86
534250300,188669.53
905475150,138488.61
527226020,172558.5
528290190,168754.34
906394020,210314.25
903400220,174125.16
535175030,152579.95
906385010,201460.61
907405130,191869.97
908152260,145946.7
534427090,122782.95
906380030,232884.27
905475500,78059.3
902405070,209079.16
531376070,171735.5
534278170,140040.8
903201080,164858.34
534202030,146197.45
904100140,226704.81
909426080,178218.06
909177100,122644.16
527402240,166918.45
533236060,193371.34
907414080,180122.4
905104180,135913.11
527302020,194347.12
534278190,118759.375
531452140,153435.05
916125425,201369.38
908275200,107096.54
527455250,126549.4
528477030,230114.88
528172030,298816.94
535476350,178900.08
528188090,163807.84
902305110,124362.11
902109010,101551.37
903231190,114264.43
902201090,136738.16
534176140,161923.34
535179020,173187.31
528228435,192041.88
531375140,155874.2
903484110,126328.375
534278070,159525.62
907200250,156175.97
526353050,228389.0
528427100,273714.38
923228210,82788.664
534152070,205645.97
528365060,334659.53
535450210,131100.56
916326040,167536.6
534151120,250851.89
528348010,227612.31
535300040,131446.98
535452100,118542.57
903202120,131824.47
535475020,166461.73
531375120,159793.62
914478045,151273.48
905478220,142051.45
909250230,175605.2
910205010,133956.11
916252170,137910.55
903430060,111687.0
907280100,268456.06
535425040,186128.55
528172080,260861.66
903456090,79927.21
533215070,259120.08
905402070,110141.2
909425180,205377.86
902329080,126336.805
902303100,145578.73
534450150,78377.9
534455080,159133.61
528120170,296612.84
534200030,121345.07
533352170,164243.03
908102270,153060.45
903231180,123792.11
907410050,208008.19
923225260,173748.12
535325460,183086.88
905101310,124693.92
535101120,130074.125
534451130,93411.84
531450090,168402.27
906201030,174153.89
909256020,107258.34
534129040,173414.06
527166030,177479.92
527455270,118829.164
527450010,107313.39
535152200,143696.19
535375050,136637.27
907227300,122230.336
905452140,137613.1
527250040,123104.336
533241010,191392.08
907200170,134472.06
906426090,163110.72
907405030,227874.03
535325450,131355.88
535426195,196334.67
905103140,165645.38
903232100,138516.61
907180120,218174.19
527425110,119047.86
527165170,175847.86
907125120,137024.17
916460020,183783.84
527145090,175736.72
902100020,121722.45
527327050,190226.56
528366040,333248.3
905452160,153108.94
528102110,419246.84
527216070,454377.0
527214060,476045.5
906425045,141896.97
528228540,168608.44
527402380,103150.98
