PID,Sale_Price
527403040,151575.16
903454090,131455.75
528253010,219678.69
527183060,209896.08
907135180,137079.08
906380110,233817.6
907192020,187566.73
902402150,100630.48
909276170,186064.47
906412010,385708.1
905452140,133184.67
531376030,182924.22
534277070,124249.484
910202060,109208.75
906226080,141341.06
903231090,130040.88
527359010,178634.97
923228370,89241.5
906402060,257833.33
903426010,134089.94
905200350,160398.84
535353130,120115.75
907285040,268174.84
923252080,126856.32
909250160,99228.71
907135230,153115.64
907131120,207190.7
532476050,250784.67
905104110,145714.16
528104080,430821.56
528181070,218414.02
907285020,240685.75
534129370,158831.42
907401080,210668.77
528348030,271914.22
905475500,84585.305
903453080,193629.12
903232090,150239.62
531363080,142365.97
528174030,198579.5
534129380,139140.08
528431020,262454.94
532376040,129317.9
903201020,140449.53
905105170,117602.22
533210010,167367.48
902201130,118281.93
532378220,125553.32
902405120,107696.94
907414060,188302.66
528222020,178156.56
923203190,169191.69
903233080,156264.45
531450120,196490.7
907181090,201604.56
528166150,334102.1
905480160,102282.08
534475170,167431.66
914478045,149200.72
531371070,198004.05
527165170,174504.03
905202230,205780.95
909425180,200313.61
528315110,341428.06
907192130,222371.45
526355190,299378.28
909176080,143590.3
535353180,203588.06
535300040,130400.79
905200160,102042.5
528458060,217700.72
907254050,201433.9
527163040,175685.77
531452260,176807.72
528222040,199378.58
923225360,97257.484
535457040,134268.19
904100170,132099.7
528218060,163777.53
908188150,137609.69
534252110,125029.484
909281030,137541.45
527354050,183792.78
909275020,152979.61
907414070,179930.98
924151040,269820.03
903452025,88829.086
528280130,194025.27
528181030,190001.73
533221030,178215.69
533208070,164178.19
902207120,89574.22
533205110,224454.78
533212110,152158.25
923276250,201545.94
527183030,197473.19
906402200,293822.5
527106140,191073.1
535383070,111056.734
528174040,198195.61
903481130,82123.32
528106010,340369.22
533223100,145681.66
528188090,163998.22
526353030,255610.28
911103060,129123.68
533251120,161246.23
533254100,182650.02
909426090,162459.45
904352190,123317.016
910226040,148781.69
908130020,137257.38
528458130,318463.88
907251100,251332.73
528429050,231705.7
531450030,193375.22
535152070,145326.69
535402010,162257.7
533212020,159250.66
528102100,282818.62
532376070,134058.86
902305090,104698.766
909425085,269985.53
534177180,233970.17
526351100,160460.81
528150090,379129.75
528348010,224294.52
903430060,120937.25
534402060,141212.53
533206060,180407.44
907285010,223081.12
907265100,212966.16
535327230,110442.555
535103050,212325.53
528488140,221990.9
905352180,245306.03
528178070,363334.0
531479020,70670.2
907201280,135555.06
902103090,120587.83
527180040,191614.53
902128075,106315.61
907290240,143659.6
528235190,185889.95
527455100,142155.4
533130020,229283.77
903476090,116694.04
533212010,154836.2
528292030,281074.38
535353240,161266.06
535475010,146323.27
908127120,118629.66
923226320,79721.44
909452050,227768.22
905427030,280270.28
923225510,128252.805
902302150,135923.1
528222010,273646.25
902106040,168903.28
903236040,106598.664
527455240,118591.195
905227050,130032.58
906380180,188201.75
923228390,78463.53
527365010,257202.9
535376060,142489.98
528429080,278029.28
905107300,159693.38
909475020,221412.84
527403310,145247.58
528228340,185345.27
903231060,53401.176
534202160,146711.16
907192150,187440.84
527163080,158702.28
528228430,199812.77
914467050,208708.81
909175080,79604.67
902206040,130099.69
916477060,280374.56
911204100,77298.266
528480150,195692.19
909254090,162965.48
905228050,75186.64
907425010,145369.39
906201021,159898.19
902207110,81217.11
911370520,274531.84
534427140,147765.12
528431030,192038.03
904302030,152415.9
923201020,140140.72
905103110,125956.41
907285050,188077.22
905475150,127585.13
528427070,228647.25
534178010,134379.0
908154195,258097.8
909281130,270388.78
534175010,139562.42
528174050,199266.44
910200040,121021.016
905477010,98590.3
535154050,123962.47
923275140,127366.305
905475160,122761.29
528382020,303529.88
533213140,172057.97
906392090,259853.31
906340090,366019.56
527453070,134664.44
903236010,125018.4
534431020,138138.92
534250410,195778.97
916253320,215723.69
923203100,179220.44
528221010,185489.2
527110020,167411.7
527454130,146309.31
902206270,130500.06
535454050,93283.3
527107130,180865.34
532376180,118751.22
913350030,201180.69
534276290,109638.27
532354070,139277.88
535154130,150206.67
909427200,165030.12
534252060,139781.94
527451550,113686.164
923275200,135781.22
906225210,157755.08
527161010,181594.0
907405030,225412.81
535327140,98262.7
916475100,315570.88
905402070,109702.7
527302175,169419.53
903202170,141279.08
906426090,163327.39
910202100,117389.99
909451180,127501.695
905100060,132664.3
527355280,193808.34
909275110,182582.97
527302020,179223.5
534250400,180131.69
903235020,92940.89
528222030,188245.72
528477050,327477.84
533208020,220830.19
531452180,196525.75
909428180,190777.94
907262020,199652.19
535300120,167211.78
907275090,221766.19
903458110,102780.38
532376160,131647.45
528363050,322485.62
528458040,248263.92
527208010,370401.22
907185050,199284.86
527356050,140084.88
923203110,161175.81
905105040,112043.22
534475185,155259.53
907194160,208862.14
909254140,99948.82
902401130,147428.86
905108120,146569.9
908275300,133575.44
533221100,178418.06
533236060,194714.28
532377140,126241.18
527164060,168607.0
902301130,116401.16
528315090,360973.7
923225050,137457.67
902128020,93951.56
528280230,226357.44
527358200,149418.16
907187080,195679.86
905427010,197970.25
905325020,266139.94
909254070,177796.89
905351045,157571.03
902205090,117762.83
535150280,133049.34
533253160,191215.84
532377130,134558.28
535478070,130971.85
905451050,149762.97
