PID,Sale_Price
906380170,194905.25
902204080,86941.81
535478110,112048.35
908152270,153982.4
903458060,124524.46
907285100,237346.19
535377090,146610.88
527354200,185218.56
911128020,114949.4
533242030,225638.64
907135080,157666.03
902104020,139667.61
907414070,177565.25
528228450,196825.28
905425125,240245.67
534225110,134432.58
903427090,152029.45
902109080,124640.9
531452020,120915.8
534451020,64158.047
531375120,154636.39
531451280,210389.1
907192030,185892.25
526350040,124194.75
534202030,143933.33
528172150,274204.0
908275240,100878.58
908151040,155039.52
528458130,306555.03
532378200,134495.92
535303030,184990.14
533208040,207047.31
905201110,174769.17
527126030,253288.27
907412080,190942.12
528142010,277183.94
916403020,186075.3
528120060,371254.22
904351280,125432.68
533244030,242935.33
924100070,158538.89
906392100,233176.94
905200350,156036.17
535125010,228431.69
907180120,218820.98
534251320,161227.0
527252050,314651.03
905451330,153488.75
527356020,277738.56
909131170,143698.92
528218030,180555.64
903454060,60454.312
907252020,245106.56
923202060,142287.23
528435040,345830.5
905201080,157189.95
905300080,140259.6
905229040,158943.11
907254050,204053.22
903426160,151675.66
923228290,76419.34
535402070,145472.16
909101080,92900.66
535175030,157688.44
531475220,163401.86
903454010,122136.65
528228360,217514.98
534427010,154000.03
905476225,136153.77
907202050,146735.92
903227090,124566.51
907290230,143880.77
531375070,136075.75
534427140,147873.4
531452100,159146.81
528186100,356943.5
914476050,147504.23
535382130,159291.06
906226080,143845.78
902207120,92923.25
531376050,175181.5
907295100,247180.73
903476090,115442.34
531375060,141756.97
535453150,142175.88
528106050,460300.75
535454060,90631.31
528106070,297360.28
923229010,151850.2
908102050,109227.805
535425040,187913.36
533221030,183036.95
528427020,237333.06
535352080,115823.24
907203060,116640.08
903201080,166793.06
908188130,133011.8
907420080,182788.72
908186070,147675.11
531382090,182274.84
527353080,171296.16
533350050,308353.0
528218130,205418.22
534403100,159880.5
905402070,109307.94
533253050,161871.62
907230240,150018.27
527403040,143945.4
909252110,170215.84
907290090,210879.83
923202025,205829.83
534403360,148979.77
527454120,134683.97
907250020,243275.9
907414060,188950.44
909250200,142191.73
923251160,115568.03
527182190,223611.28
528363130,321607.53
535452140,111689.45
527216050,394234.1
904100140,231326.16
916125360,169163.14
528250010,172973.22
534276070,137928.42
527357110,139586.78
528441090,434811.34
531380080,232948.9
904101170,131461.64
527404150,119848.11
903231220,107623.836
527161010,180737.75
528385050,243356.66
907181090,202015.28
532376160,125794.945
903236130,181324.9
534425310,148512.06
905450020,141959.23
535450210,129682.48
533206070,214716.12
533223110,148601.31
903232090,149296.36
902427040,111158.45
534151090,202610.5
527359030,153474.27
906225180,222805.56
527107010,183274.86
905200220,121530.484
906340130,340270.88
903233050,133237.4
907253060,243469.02
532378220,123002.0
909428170,232082.1
907275030,224059.77
905452140,136789.03
905378040,157492.61
905200260,154559.28
528186030,291688.9
533242080,184555.77
907412070,208649.72
535300120,183928.14
528240020,193684.9
908127120,112079.34
902106120,83039.88
907270040,272063.62
528275160,264080.88
907420110,171054.39
902111010,102112.88
528240080,230388.92
535401140,140711.1
528228290,209040.48
527454130,144941.62
527455080,145808.97
528427040,204914.19
916460070,194799.16
908275220,120393.97
533352150,156780.94
528458180,224820.27
902305080,157646.5
907200250,148992.97
907135180,130074.75
907200110,126015.88
903454020,70255.85
905108090,150092.53
907202010,156893.88
907262050,222975.83
911370490,270509.25
527365030,243474.6
527110080,181749.08
534431030,128626.16
531452010,124651.71
528439010,225994.84
527212050,311924.72
904100100,201143.27
914467040,247905.95
923276250,178812.56
535457040,126826.68
527356060,169119.1
535378020,109527.7
531451030,195830.14
907275090,233325.31
907192040,220526.3
528458150,305911.66
535301170,154641.4
535402330,168522.6
534403040,160628.92
535383070,110667.13
909254050,192125.4
908102160,137220.6
528106040,400527.2
535456100,114568.54
528110100,403911.94
906202040,178644.5
905226050,169435.03
923225300,92258.95
907285020,230482.1
906223040,224062.77
535327210,154141.08
528228405,244940.66
528480130,212969.81
902329090,146290.34
527404030,142747.58
908225310,109639.42
534450090,58143.02
923228180,82709.12
907176010,206213.94
535180120,130973.73
527454050,138226.83
903456090,85919.805
908226120,106593.375
903204010,132259.42
528429070,273525.97
902103120,127999.5
528142040,338005.9
527355280,196868.47
528118050,442848.03
535376090,120133.16
534275010,133118.78
535150300,234105.66
528221100,168004.75
531375050,150026.14
903235020,86977.64
909279040,111465.99
903400040,184792.83
527355150,287640.28
905202190,249161.45
916226030,214798.86
533213120,177174.5
911204090,95065.76
903475040,133231.17
528138030,365017.38
527378140,160523.56
527302185,238133.84
528174070,202345.19
903229040,117591.12
528186010,307588.5
907265100,209025.94
916382120,308297.72
531451290,203419.6
528168040,301280.1
902202090,141856.52
535450160,99648.63
527132090,211129.56
534250370,314411.94
906380070,359677.2
534201130,132898.95
916403200,213941.44
906226140,120546.086
923228150,99526.875
906223060,198776.36
535350030,145477.0
528228325,202307.94
905103130,156694.84
906223140,217765.92
909179020,206159.67
534175010,137319.17
906223220,212344.36
909275230,174569.44
533128030,257088.86
907252190,255168.95
908186040,142691.64
532476080,255990.36
528290090,167272.53
528166120,410603.78
527451410,92957.46
534475185,158672.16
533254050,198157.62
907202100,114190.35
906476030,196352.83
534152120,162123.44
908102290,110461.414
528221040,219509.06
533208020,224131.36
905377130,96982.58
527451400,87684.32
902328040,134119.86
535301010,144848.9
905480180,120199.97
902201130,120798.12
923225150,109084.15
904351200,115610.47
909254010,141404.44
916382010,205371.0
923228230,89379.31
923426070,139671.06
902204060,129461.16
910203250,72157.8
527105030,200413.16
906392130,171816.44
535155110,141489.69
531367050,225966.61
528108120,335795.72
905478030,135589.72
527357180,266652.34
916455050,190291.16
528221060,170952.62
902134100,81587.336
527105050,181909.66
528344040,343269.5
903454080,122621.94
531451110,123918.734
534226060,159116.75
903231050,115572.875
902107030,130002.195
527325240,163760.98
908102110,93878.03
909425060,180387.31
903453080,196900.77
527359080,184493.3
905102010,143753.75
906378170,226654.66
902125080,114385.125
534252090,169871.88
534177210,162001.19
907401080,211775.47
528458060,209065.4
528228345,248995.42
533213020,204094.47
528382020,296118.78
909281080,236860.25
902105060,127550.22
906380150,172686.42
914476020,124656.35
905105070,143091.33
534400120,170419.53
528344070,368451.2
527162090,164211.06
528120100,233073.34
527353020,183387.28
903452025,94701.266
905351089,187381.16
905377050,98242.46
911102180,79296.44
532376070,128926.67
923277030,142636.95
903232060,101433.95
528174030,204023.05
535426130,184090.47
908186060,143441.8
908188150,140057.75
909176150,115992.586
528290140,193756.78
527327050,184982.72
528363020,326786.5
905401060,233496.94
909275080,194371.4
905106170,128448.04
534125210,159126.92
528180070,293212.8
531451020,217116.03
902103100,120894.93
905475510,118662.805
534400060,161672.45
534475170,170167.95
902477130,48826.555
903484020,133030.83
535450220,118577.51
528174040,201858.52
907410020,179522.88
528482010,258805.19
902402130,109123.48
528221010,178335.89
528142140,324341.44
526354020,184190.03
528235090,218446.5
533217060,165928.55
535402270,128646.52
527328020,157598.84
535178040,124396.39
902205020,83414.28
