PID,Sale_Price
910251050,80410.20950598456
528166150,339636.9536330902
909101080,83593.46858042866
905475160,119709.82008013755
528222090,178181.61820025987
902206270,135772.01177981202
902106070,121766.41464907458
902106090,146717.78395783462
528431070,249019.8978363063
923228110,85365.88871039636
535457020,158798.13830985973
906380130,216284.2989605571
903226170,132947.03465881883
907227030,136369.3831989283
907285020,226645.7388112866
531450040,174911.65838058267
532376110,125482.92802009976
909425270,190133.2748590726
533253160,177273.4446156398
527163010,169922.8555775728
534477090,143095.08448573065
528250020,191113.56344818644
905452160,142718.71299766755
907196040,216085.8174934505
533210020,169076.1480498547
532478020,280329.0448026963
534278150,148541.0778991354
528188040,188869.32391524015
533213010,238289.21393385524
923204150,125926.96148908192
528221030,176981.60395461763
528221070,183437.3672504373
535455060,120589.23492691366
914460110,223647.46321151766
531382070,242040.0727794447
909131125,132275.12417532023
533350120,294916.74325424706
923226320,90774.70355133372
909251170,163881.76960945985
535478090,111231.13394731577
908152260,149902.05113558212
535179160,124006.95205808525
534427140,150168.79907143372
908188120,133100.56234782084
906225180,208189.64399317984
903225040,136700.41445679203
533221040,173187.62989894598
902101010,103224.35154807963
528228405,207272.1484676334
911370530,280952.7264057917
902107030,130086.1628659364
909275030,156971.64108168575
909254050,198253.30771842273
902125020,110108.96048083097
535305160,99863.60319349635
534252040,138038.137037529
903227090,123386.224456207
535178120,136143.2353085962
528458060,202596.08752310363
902104060,85657.66884604323
902325050,162160.22940143818
528429110,263835.08651646815
902207220,256529.06317557173
535152200,136823.69751465184
907275010,237322.85686165237
910202060,111723.62930442579
527451020,114256.2409118527
534128100,154879.28781507595
924100020,168545.19504155833
535376090,118915.68533328999
528106070,332961.56792689406
908188130,130579.954345757
907227300,122164.18405410963
907295100,206567.01524520526
916402015,192485.3057010335
535453080,152729.90595808404
908127120,117540.23305839213
527451290,91145.34008865256
902326030,207140.6689389696
528385050,256517.85577903883
534127260,162858.8217594357
527376110,176599.02574514825
531479020,85758.87284496467
907405020,215977.7692601431
908151050,132557.68471578404
531363030,174518.2527827887
905452110,117772.72224531004
527450030,108585.38780772756
902300040,128227.84871884427
527368020,208899.82034946073
907202100,122453.66374654099
902128170,107594.66202665909
909282020,249751.5046240921
911175360,110214.23168277179
535402010,173618.48449956562
535426350,144831.54980403263
527107010,184627.41365554812
902427140,97208.930901246
905103070,132821.7288598976
905200280,189340.6728853066
909428180,191197.25442218
923276250,180377.16393602872
528178090,357059.4444677627
528106040,412891.94008694537
921128050,372793.6156584269
905200290,160254.18396009764
906475100,198439.9502430561
907200230,121802.87773733337
528118090,448765.8583184045
528106110,454321.5332921386
908201110,79950.13748008595
527364030,243869.69468136865
923205120,135491.5651700138
910226040,165681.31128873272
527301245,263501.4314283978
906394040,235082.8802339019
534152100,187249.47743231847
527108040,224747.43103655748
907410100,186132.84187899914
905227050,145042.06081475454
902325160,98580.55974053737
902205090,117136.04902512374
526302030,152202.34957315036
528142130,260571.64460035093
534201230,131971.37589262892
907262080,196455.6373108495
535403190,155339.46997002763
532479070,205858.75015444643
528366040,322216.090856255
535305030,120785.32560769514
923226180,86040.14792514069
535377090,130312.55518754986
902327040,123522.92266837962
907414040,196235.39701351
907227290,139190.37918399143
907192130,218095.4684713286
907425030,145638.76230656233
905101330,103906.69809615127
527356020,261008.3114342695
906223040,222873.11636166688
534127190,263449.7413977063
905107240,189108.9540015958
528188120,162477.79818371826
903425245,174616.39397762791
916253320,211554.97178521767
923400110,140955.57970720046
921201060,312399.03682055074
902301130,117959.6873092633
921128020,340333.5337159697
527455060,144011.211196145
907251100,251307.8301131961
903451090,144795.25730873307
907250070,235005.02257054867
924152030,214143.37615651567
909282060,204441.81003501732
533130170,306309.0358092754
902401130,144228.79984613694
907290170,142189.05844806114
903206120,188142.20609579986
528120130,380217.19074760703
902202090,144640.28459408236
528488100,206543.0345504027
527302020,207402.80439195526
535151020,138761.58707375042
535402070,140583.35233100384
528275160,255710.11342925485
535376010,100478.48241924767
527212030,438974.02861849265
906201130,284119.42616540415
528166060,421935.0151397304
533205110,221365.95508647757
902102060,155502.73998578836
902105010,104994.03844283882
906201030,171388.08915310787
535475010,146648.80603544952
527451330,97652.4268270733
907187060,213534.79735980413
907192150,191075.25307061075
907202080,139200.92392246536
531375050,148724.9574725748
533208140,192899.75445609572
527455030,145682.5602130727
535150070,118141.42040693322
527216050,410677.6458805043
907290040,203957.43633238328
909475230,276683.94748308224
533242080,193359.3325846861
534276190,107525.21098011649
528480060,322658.3939966826
905106150,128806.04347588858
535403030,131239.92001202574
535353060,119398.30314149096
534477110,152052.18506361573
528358010,252282.553658338
528340030,370583.2855304507
527359080,199975.38044952275
903454020,75160.49503185322
910204090,71758.64735237135
916386040,162552.4907430298
916477060,296053.759588036
902427150,109516.30730163652
903225050,107630.05834601358
527404120,118220.71537557505
903233180,130603.4762643732
533253070,192047.76759591018
534151175,246685.80495939893
909254070,165353.73809337517
527356040,155246.84225812153
903227140,137132.4710531094
531450170,176863.11563031265
903425420,115958.8038331642
907202140,138433.52177229198
532353050,132362.97346056753
902105130,79677.89548189973
904352190,126063.55980568862
905228050,68870.03285324722
533135020,250670.7553457952
528180080,286630.0252500644
534479320,135633.35976902265
923229040,152334.2395752328
532351150,120784.0675407414
907252060,243608.75897728218
903228040,153071.0132227769
528120090,238159.3147617885
911370450,275264.26070893055
528240080,232886.6796920083
902100030,81990.98820949512
528386040,361573.94090573204
535150240,109608.41158833184
534201300,131429.3046719417
903236130,184952.96438252763
903451050,104694.07407273716
528366050,350377.2555137164
534175140,140597.3131809698
916460060,223575.5997304529
905451320,130292.3249739087
535403010,129358.82934919155
528326030,300539.0521501392
905426010,230549.6904802925
909256060,119327.73805706186
903457130,109866.90187726173
528172150,289281.28250321903
535453150,145004.99838790356
528118040,402560.8227161283
535451230,102424.67456898736
907410080,206824.6842586172
909277090,154700.43080342637
535303150,123227.69727747697
908152070,153716.58950222353
527182020,166335.2986901824
528220040,176815.50343249584
902108060,112585.80953620281
905402090,177492.9493359376
532351060,116072.49489396185
535453070,164608.8524788486
905108120,155539.90759809865
533234020,226136.25972998343
907405030,226854.74996315347
903234030,117757.05131359464
527146030,234972.764867821
903400180,174646.10335733244
528104080,431132.9751215832
533236090,356416.1864894315
528363020,317277.93975822354
528235000,180373.1083717955
907405140,202104.50331278768
535302120,142333.939636607
907192120,214201.85883670504
528142060,313842.4594882674
923125030,100904.16451488403
527162180,171145.6176200986
527359010,168087.76613822984
534478140,127018.02393773891
907130060,174321.27359436385
528186030,288349.0411082071
902207110,72637.48921783855
908188110,133100.56234782084
907254020,244251.86598734534
902402150,86691.43171763493
914476130,161448.25018848752
908152035,117837.12489682832
905200340,178301.43274529505
907126050,157022.33620804007
906340100,336690.5790329395
923203100,174136.023779931
528228285,167829.1673167604
528275110,215211.41090155282
527453050,141005.66471611933
528218130,217436.06296681293
909281080,224548.82428922094
528456240,195904.9979620226
534127270,169429.88684374574
902300020,193728.33613889827
907194010,215809.32856371655
534202030,140313.8086261482
902305010,130600.6558050717
533254050,219408.34984846768
905100080,164204.0865619905
528120030,332006.90264482494
905108190,136908.72413266113
527354200,183900.9521712091
923225440,82261.98846890718
531450030,189347.97466524923
535426130,182222.99836985505
914476020,123077.08243369198
905402060,138909.0445827357
535354260,163922.5863337675
535354130,138640.56485120213
910202030,88255.07836182736
908154195,433145.1886350336
528104050,389681.27704570297
907227060,140572.5185326273
533208040,208042.68228893052
532376160,128718.84951686914
528322020,356747.10352356
527182170,208591.74707505363
908186040,134399.0551810094
534176140,162564.09959880082
534451110,113676.24938702583
528114050,356300.1177815179
535351050,161559.1307643691
907201060,145678.03748946005
527359050,147731.43615312493
907285040,252213.91570051212
902106040,180780.79074664874
527402250,163535.8412881935
528344100,309648.0569226638
528102080,415978.565636043
532376250,127566.76021466365
906340080,340423.7182447178
528102090,341819.311591125
907187040,232528.06579437264
905402110,129942.30379398238
535104120,186295.57119619014
535403280,147501.74142952936
907412020,188812.12505359435
535454100,126473.8301177347
534479240,144674.24194190977
907180120,213255.33098844276
909254130,180228.17154498136
908154080,229210.63835108222
902134120,100303.54376566116
531382110,185905.697274485
528102120,264953.8748474013
534250010,137484.07411673502
527107030,176944.91175860201
907280100,273712.22005242604
902104020,136542.11651172937
527450460,113328.84262444093
906475110,212714.45932346125
924100040,219032.950396014
534451080,80436.1130610244
905480210,107216.59005430987
528181050,209978.39611643393
534200030,118868.25213584282
527163080,155932.070743619
528292040,186981.47394606197
909279080,188905.75962603046
535325280,123505.3849929014
906424010,237786.37984174275
528427100,256005.42955261792
910202070,129964.86235369874
527454200,137625.64862286646
910203020,113603.3176839126
528240150,186746.7939110386
528112150,248402.76036286805
916380070,327565.31837780715
908275110,138024.67589551094
535451210,112138.61510278418
909176180,140662.80604097195
528180070,307634.4498067462
902427040,110527.97497701406
528181060,225437.5866163126
905107310,145731.23308161562
906385020,180008.18131961016
534430080,140689.13058527172
528114040,397876.1350013125
528228575,258587.65442143247
527451540,103259.0151525789
534252060,141089.62586945272
